role_key,role_family,seniority_level,base_comp,source,employer_type,region,period
SEC,SEC,L2,95646.08,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,109809.08,public_record,Academic Medical Center,Midwest,2025-11-01
PT,PT,L2,76023.98,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,94185.0,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.manager,MGR,manager,142028.02,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,99374.21,public_record,Academic Medical Center,Midwest,2025-11-01
DIR.director,DIR,director,182048.7,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,87979.5,public_record,Academic Medical Center,Midwest,2025-11-01
DIR.director,DIR,director,171182.31,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L4,140083.02,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,129396.44,public_record,Academic Medical Center,Midwest,2025-11-01
EXEC.exec_director,EXEC,exec_director,247067.49,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,118450.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,108041.85,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L1,56654.7,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,122705.72,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,93635.78,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,110522.01,public_record,Academic Medical Center,Midwest,2025-11-01
DIR.director,DIR,director,232345.17,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,145907.15,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,100000.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,114355.16,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,122152.11,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,116206.06,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L1,51000.04,public_record,Academic Medical Center,Midwest,2025-11-01
PT,PT,L3,83377.82,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,116285.25,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,128974.22,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,133462.16,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,126933.31,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,130981.48,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,107664.39,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,138129.18,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,108150.0,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.manager,MGR,manager,152295.13,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,101086.87,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,140582.15,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,143303.29,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,141766.17,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,150966.63,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,118190.74,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,98650.97,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,125482.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,72893.1,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,78023.93,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,88054.7,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,110764.27,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.manager,MGR,manager,154500.0,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,85432.53,public_record,Academic Medical Center,Midwest,2025-11-01
DIR.director,DIR,director,182700.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,130176.57,public_record,Academic Medical Center,Midwest,2025-11-01
PM,PM,L3,122000.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,104998.7,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,126175.0,public_record,Academic Medical Center,Midwest,2025-11-01
EXEC.exec_director,EXEC,exec_director,320943.54,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,123140.17,public_record,Academic Medical Center,Midwest,2025-11-01
PM,PM,L3,131158.91,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,98203.37,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,120391.95,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,104245.79,public_record,Academic Medical Center,Midwest,2025-11-01
PT,PT,L2,72565.56,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,76193.84,public_record,Academic Medical Center,Midwest,2025-11-01
DIR.director,DIR,director,164701.08,public_record,Academic Medical Center,Midwest,2025-11-01
SEC,SEC,L3,124393.56,public_record,Academic Medical Center,Midwest,2025-11-01
PM,PM,L3,138946.36,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,108984.02,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,125189.79,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.manager,MGR,manager,143698.91,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,113978.4,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,132135.1,public_record,Academic Medical Center,Midwest,2025-11-01
SEC,SEC,L3,127872.41,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,120500.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,158502.16,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,119638.37,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,97018.69,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,109142.79,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,67275.0,public_record,Academic Medical Center,Midwest,2025-11-01
PT,PT,L3,84659.82,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,126690.0,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.sr_manager,MGR,sr_manager,149738.04,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,86520.0,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.manager,MGR,manager,120404.18,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,163113.52,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,70040.0,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,134706.25,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L4,155298.36,public_record,Academic Medical Center,Midwest,2025-11-01
INT,INT,L3,66229.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,112781.68,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,101151.72,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,119891.44,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,140881.29,public_record,Academic Medical Center,Midwest,2025-11-01
PM,PM,L3,133729.48,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,85465.8,public_record,Academic Medical Center,Midwest,2025-11-01
EXEC.exec_director,EXEC,exec_director,170194.88,public_record,Academic Medical Center,Midwest,2025-11-01
PT,PT,L3,99511.57,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L1,58000.02,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,127473.83,public_record,Academic Medical Center,Midwest,2025-11-01
SEC,SEC,L4,137285.61,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,124935.16,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,119351.24,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,100000.0,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,117420.0,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,78399.06,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,105611.52,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,99528.21,public_record,Academic Medical Center,Midwest,2025-11-01
BI,BI,L3,129857.58,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,132592.36,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,92500.0,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,111394.5,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,158760.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,128952.18,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L1,68227.34,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,114189.97,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,66950.0,public_record,Academic Medical Center,Midwest,2025-11-01
EXEC.exec_director,EXEC,exec_director,161460.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,109921.72,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,102770.98,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,125957.22,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,114394.74,public_record,Academic Medical Center,Midwest,2025-11-01
DIR.director,DIR,director,183750.0,public_record,Academic Medical Center,Midwest,2025-11-01
PT,PT,L3,83632.5,public_record,Academic Medical Center,Midwest,2025-11-01
EXEC.chief,EXEC,chief,280941.74,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,112455.4,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.manager,MGR,manager,137031.34,public_record,Academic Medical Center,Midwest,2025-11-01
DIR.director,DIR,director,221639.41,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,129429.6,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L1,66364.59,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,93712.5,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,101979.59,public_record,Academic Medical Center,Midwest,2025-11-01
EXEC.exec_director,EXEC,exec_director,160425.0,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L2,103000.0,public_record,Academic Medical Center,Midwest,2025-11-01
PM,PM,L3,137976.35,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,87560.88,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,122665.49,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.sr_manager,MGR,sr_manager,124600.97,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.manager,MGR,manager,122152.39,public_record,Academic Medical Center,Midwest,2025-11-01
SEC,SEC,L2,85462.28,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,97533.47,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,171571.03,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,110961.9,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,108352.76,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,93635.78,public_record,Academic Medical Center,Midwest,2025-11-01
PT,PT,L3,86353.02,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,92011.86,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,93359.2,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,102000.0,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,133900.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,80709.47,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,105000.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,109453.18,public_record,Academic Medical Center,Midwest,2025-11-01
DIR.director,DIR,director,206000.0,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,93974.52,public_record,Academic Medical Center,Midwest,2025-11-01
EXEC.exec_director,EXEC,exec_director,209564.38,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,130289.98,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L1,61185.03,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,87905.38,public_record,Academic Medical Center,Midwest,2025-11-01
DIR.director,DIR,director,190418.32,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,127720.0,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.manager,MGR,manager,153304.17,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,142638.24,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,108000.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,100324.34,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.manager,MGR,manager,155167.23,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,118450.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,108684.96,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L2,122856.08,public_record,Academic Medical Center,Midwest,2025-11-01
SEC,SEC,L2,80842.7,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,116340.73,public_record,Academic Medical Center,Midwest,2025-11-01
SEC,SEC,L3,122685.09,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,106437.3,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,75705.0,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,71200.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,104826.4,public_record,Academic Medical Center,Midwest,2025-11-01
PT,PT,L3,86353.2,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,150751.61,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.manager,MGR,manager,158350.32,public_record,Academic Medical Center,Midwest,2025-11-01
EXEC.exec_director,EXEC,exec_director,197590.04,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,97385.77,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,120431.63,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,98934.19,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L1,62736.0,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L1,56649.88,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,104955.04,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,141209.12,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,124099.95,public_record,Academic Medical Center,Midwest,2025-11-01
EXEC.exec_director,EXEC,exec_director,246082.5,public_record,Academic Medical Center,Midwest,2025-11-01
PT,PT,L3,85546.15,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,91067.89,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.sr_manager,MGR,sr_manager,155301.38,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,79932.99,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,92783.62,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,75049.34,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L4,165977.81,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,114290.76,public_record,Academic Medical Center,Midwest,2025-11-01
DIR.director,DIR,director,178447.5,public_record,Academic Medical Center,Midwest,2025-11-01
EXEC.chief,EXEC,chief,302895.19,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,74263.0,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,129484.97,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,148526.0,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,102945.96,public_record,Academic Medical Center,Midwest,2025-11-01
PM,PM,L3,152981.78,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.manager,MGR,manager,166244.38,public_record,Academic Medical Center,Midwest,2025-11-01
SEC,SEC,L2,92189.56,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,99429.59,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,89786.2,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,97390.62,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,109491.1,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L2,88200.0,public_record,Academic Medical Center,Midwest,2025-11-01
EXEC.exec_director,EXEC,exec_director,250056.45,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,84659.82,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,115697.06,public_record,Academic Medical Center,Midwest,2025-11-01
EXEC.exec_director,EXEC,exec_director,170730.77,public_record,Academic Medical Center,Midwest,2025-11-01
EXEC.exec_director,EXEC,exec_director,223319.8,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.sr_manager,MGR,sr_manager,124334.63,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,108261.81,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,107269.03,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,110777.99,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,100322.0,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,131250.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,123380.48,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,114337.59,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.sr_manager,MGR,sr_manager,110445.41,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,107078.02,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,71793.9,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,102987.94,public_record,Academic Medical Center,Midwest,2025-11-01
BI,BI,L3,107094.67,public_record,Academic Medical Center,Midwest,2025-11-01
BI,BI,L2,92278.61,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,152974.98,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,100000.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,73500.0,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.sr_manager,MGR,sr_manager,136196.49,public_record,Academic Medical Center,Midwest,2025-11-01
EXEC.exec_director,EXEC,exec_director,200000.0,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L4,154515.04,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,84870.0,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,131369.01,public_record,Academic Medical Center,Midwest,2025-11-01
PT,PT,L3,90314.22,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,70226.84,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,73808.4,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,122876.2,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,96032.86,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,79310.0,public_record,Academic Medical Center,Midwest,2025-11-01
SEC,SEC,L3,117352.14,public_record,Academic Medical Center,Midwest,2025-11-01
SEC,SEC,L2,99445.77,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L1,71028.59,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,120701.89,public_record,Academic Medical Center,Midwest,2025-11-01
BI,BI,L2,87228.1,public_record,Academic Medical Center,Midwest,2025-11-01
DIR.director,DIR,director,174590.88,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L1,55381.84,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,122175.18,public_record,Academic Medical Center,Midwest,2025-11-01
INT,INT,L3,64330.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,96880.11,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,127070.61,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,77054.1,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L4,156101.75,public_record,Academic Medical Center,Midwest,2025-11-01
DIR.director,DIR,director,204043.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,92000.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,110511.68,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,115360.0,public_record,Academic Medical Center,Midwest,2025-11-01
DIR.director,DIR,director,195884.62,public_record,Academic Medical Center,Midwest,2025-11-01
DIR.director,DIR,director,194250.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,119599.2,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,97000.0,public_record,Academic Medical Center,Midwest,2025-11-01
SEC,SEC,L2,119592.18,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,120754.63,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,88683.0,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,145921.39,public_record,Academic Medical Center,Midwest,2025-11-01
DIR.director,DIR,director,123785.63,public_record,Academic Medical Center,Midwest,2025-11-01
SEC,SEC,L2,88000.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,121025.0,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L1,65917.63,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,98000.0,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,124352.89,public_record,Academic Medical Center,Midwest,2025-11-01
SEC,SEC,L2,119748.74,public_record,Academic Medical Center,Midwest,2025-11-01
DIR.director,DIR,director,176489.3,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,104229.9,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,115311.16,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,109335.78,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,104736.02,public_record,Academic Medical Center,Midwest,2025-11-01
DIR.director,DIR,director,157149.79,public_record,Academic Medical Center,Midwest,2025-11-01
BI,BI,L3,117971.07,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,130810.0,public_record,Academic Medical Center,Midwest,2025-11-01
EXEC.exec_director,EXEC,exec_director,244962.05,public_record,Academic Medical Center,Midwest,2025-11-01
PT,PT,L2,82435.71,public_record,Academic Medical Center,Midwest,2025-11-01
PM,PM,L2,114189.97,public_record,Academic Medical Center,Midwest,2025-11-01
PT,PT,L2,69000.0,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,98325.0,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,130474.6,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L1,73180.37,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,131973.81,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,144352.67,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,104030.0,public_record,Academic Medical Center,Midwest,2025-11-01
SEC,SEC,L3,135804.41,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,77250.0,public_record,Academic Medical Center,Midwest,2025-11-01
EXEC.exec_director,EXEC,exec_director,206003.3,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,92000.0,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,86392.73,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,117863.53,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,132254.9,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,100487.17,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L1,50922.97,public_record,Academic Medical Center,Midwest,2025-11-01
DIR.director,DIR,director,186553.92,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,107364.96,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,129093.32,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,123900.0,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,98345.43,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,105000.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,114531.88,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,140265.63,public_record,Academic Medical Center,Midwest,2025-11-01
SEC,SEC,L3,140051.58,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,120349.3,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,115626.91,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,112260.45,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,111815.04,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,84500.81,public_record,Academic Medical Center,Midwest,2025-11-01
PM,PM,L3,136916.33,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,100000.0,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.manager,MGR,manager,160281.35,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,124893.81,public_record,Academic Medical Center,Midwest,2025-11-01
DIR.director,DIR,director,156560.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,82750.2,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,69514.99,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,119881.7,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,103633.44,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,87926.28,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.manager,MGR,manager,164187.03,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.manager,MGR,manager,157872.01,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,107655.23,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,72000.0,public_record,Academic Medical Center,Midwest,2025-11-01
PM,PM,L3,127308.0,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,107098.03,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.manager,MGR,manager,130000.0,public_record,Academic Medical Center,Midwest,2025-11-01
MGR.sr_manager,MGR,sr_manager,140386.01,public_record,Academic Medical Center,Midwest,2025-11-01
PT,PT,L3,91235.34,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,113048.07,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L2,94935.78,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,146388.1,public_record,Academic Medical Center,Midwest,2025-11-01
BI,BI,L3,131543.26,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L4,141531.16,public_record,Academic Medical Center,Midwest,2025-11-01
PM,PM,L2,97252.7,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L3,119749.22,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L2,103063.67,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L3,92366.42,public_record,Academic Medical Center,Midwest,2025-11-01
CI,CI,L4,119949.07,public_record,Academic Medical Center,Midwest,2025-11-01
PT,PT,L3,80971.07,public_record,Academic Medical Center,Midwest,2025-11-01
TECH,TECH,L3,120812.69,public_record,Academic Medical Center,Midwest,2025-11-01
AA,AA,L4,139050.0,public_record,Academic Medical Center,Midwest,2025-11-01
